Question,Topic
"which vectors $(b_1, b_2, b_3)$ are in the column space of $a$?
    \begin{align*}
        a &= \begin{bmatrix} 1 & 2 & 1 \\ 2 & 6 & 3 \\ 0 & 2 & 5 \end{bmatrix},
        &a &= \begin{bmatrix} 1 & 1 & 1 \\ 1 & 2 & 4 \\ 2 & 4 & 8 \end{bmatrix}.
    \end{align*}",vector spaces
"explain why the following statements are false:
    \begin{enumerate}",vector spaces
the complete solution is any linear combination of $x_p$ and $x_n$.,vector spaces
a system $ax = b$ has at most one particular solution.,vector spaces
the solution $x_p$ with all free variables zero is the shortest solution.,vector spaces
"if $a$ is invertible, there is no solution $x_n$ in the null space.",vector spaces
suppose column 5 of $u$ has no pivot. determine if the zero vector is the only solution to $ax = 0$.,vector spaces
"find $x_p$ and all special solutions for:
    \begin{align*}
        ax &= 2b, & \begin{bmatrix} a & a \end{bmatrix} \begin{bmatrix} x \\ x \end{bmatrix} &= b.
    \end{align*}",vector spaces
"find the values of $q$ for which the rank conditions hold:
    \begin{align*}
        a &= \begin{bmatrix} 6 & 4 & 2 \\ -3 & -2 & -1 \\ 9 & 6 & q \end{bmatrix},
        &b &= \begin{bmatrix} 3 & 1 & 3 \\ q & 2 & q \end{bmatrix}.
    \end{align*}",vector spaces
"give examples of matrices $a$ for which the number of solutions to $ax = b$ is:
    \begin{enumerate}",vector spaces
"0 or 1, depending on $b$.",vector spaces
"infinite, regardless of $b$.",vector spaces
"0 or infinite, depending on $b$.",vector spaces
"1, regardless of $b$.",vector spaces
"write all known relations between $r$, $m$, and $n$ if $ax = b$ has
    \begin{enumerate}",vector spaces
no solution for some $b$.,vector spaces
infinitely many solutions for every $b$.,vector spaces
"exactly one solution for some $b$, no solution for other $b$.",vector spaces
exactly one solution for every $b$.,vector spaces
"apply gauss-jordan elimination (right-hand side becomes extra column) to $ux = 0$ and $ux = c$. reach $rx = 0$ and $rx = d$:
    \[
    \begin{bmatrix} 1 & 2 & 3 & 0 \\ 0 & 0 & 4 & 0 \end{bmatrix},
    \quad \begin{bmatrix} 1 & 2 & 3 & 5 \\ 0 & 0 & 4 & 8 \end{bmatrix}
    \]
    solve $rx = 0$ to find $x_n$ (free variable $x_2 = 1$). solve $rx = d$ to find $x_p$ (free variable $x_2 = 0$).",vector spaces
"apply elimination with the extra column to reach $rx = 0$ and $rx = d$:
    \[
    \begin{bmatrix} 3 & 0 & 6 & 0 \\ 0 & 0 & 2 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix},
    \quad \begin{bmatrix} 3 & 0 & 6 & 9 \\ 0 & 0 & 2 & 4 \\ 0 & 0 & 0 & 5 \end{bmatrix}
    \]
    solve $rx = 0$ (free variable = 1). what are the solutions to $rx = d$?",vector spaces
"reduce to $ux = c$ (gaussian elimination) and then $rx = d$:
    \[
    \begin{bmatrix} 1 & 0 & 2 & 3 \\ 1 & 3 & 2 & 0 \\ 2 & 0 & 4 & 9 \end{bmatrix}
    \begin{bmatrix} x_1 \\ x_2 \\ x_3 \\ x_4 \end{bmatrix} =
    \begin{bmatrix} 2 \\ 5 \\ 10 \end{bmatrix} = b
    \]
    find a particular solution $x_p$ and all nullspace solutions $x_n$.",vector spaces
"find $a$ and $b$ with the given property or explain why you can’t.
    \begin{enumerate}",vector spaces
the only solution to $ax = \begin{bmatrix} 1 \\ 2 \\ 3 \end{bmatrix}$ is $x = \begin{bmatrix} 0 \\ 1 \end{bmatrix}$.,vector spaces
the only solution to $bx = \begin{bmatrix} 0 \\ 1 \end{bmatrix}$ is $x = \begin{bmatrix} 1 \\ 2 \\ 3 \end{bmatrix}$.,vector spaces
the complete solution to $ax = \begin{bmatrix} 1 \\ 3 \end{bmatrix}$ is $x = \begin{bmatrix} 1 \\ 0 \end{bmatrix} + c \begin{bmatrix} 0 \\ 1 \end{bmatrix}$. find $a$.,vector spaces
"the nullspace of a $3 \times 4$ matrix $a$ is the line through $(2,3,1,0)$.
    \begin{enumerate}",vector spaces
what is the rank of $a$ and the complete solution to $ax = 0$?,vector spaces
what is the exact row reduced echelon form $r$ of $a$?,vector spaces
"reduce these matrices $a$ and $b$ to their ordinary echelon forms $u$:
\begin{enumerate}",vector spaces
$a = \begin{bmatrix} 1 & 2 & 2 & 4 & 6 \\ 1 & 2 & 3 & 6 & 9 \\ 0 & 0 & 1 & 2 & 3 \end{bmatrix}$,vector spaces
$b = \begin{bmatrix} 2 & 4 & 2 \\ 0 & 4 & 4 \\ 0 & 8 & 8 \end{bmatrix}$,vector spaces
"true or false? (give reason if true, or counterexample to show it is false.)
\begin{enumerate}",vector spaces
a square matrix has no free variables.,vector spaces
an invertible matrix has no free variables.,vector spaces
an $m \times n$ matrix has no more than $n$ pivot variables.,vector spaces
an $m \times n$ matrix has no more than $m$ pivot variables.,vector spaces
is there a $3 \times 3$ matrix with no zero entries for which $u = r = i$?,vector spaces
"put as many $1$s as possible in a $4 \times 7$ echelon matrix $u$ and in a reduced form $r$ whose pivot columns are $2, 4, 5$.",vector spaces
suppose column 4 of a $3 \times 5$ matrix is all 0s. then $x_4$ is certainly a variable. the special solution for this variable is the vector $x = \begin{bmatrix} ? \\ ? \\ ? \\ 1 \\ 0 \end{bmatrix}$.,vector spaces
suppose the first and last columns of a $3 \times 5$ matrix are the same (nonzero). then $x_5$ is a free variable. find the special solution for this variable.,vector spaces
"the equation $x -3y - z = 0$ determines a plane in $\mathbb{r}^3$. what is the matrix $a$ in this equation? which are the free variables? the special solutions are $(3,1,0)$ and $(-1,0,1)$. the parallel plane $x-3y-z = 12$ contains the particular point $(12,0,0)$. all points on this plane have the following form:
\[
\begin{bmatrix} x \\ y \\ z \end{bmatrix} = \begin{bmatrix} 12 \\ 0 \\ 0 \end{bmatrix} + y \begin{bmatrix} 3 \\ 1 \\ 0 \end{bmatrix} + z \begin{bmatrix} -1 \\ 0 \\ 1 \end{bmatrix}.
\]
  % question 59",vector spaces
"suppose column 1 + column 3 + column 5 = 0 in a $4 \times 5$ matrix with four pivots. 
which column is sure to have no pivot (and which variable is free)? what is the special solution? what is the nullspace?

% question 60 - 66",vector spaces
construct a matrix whose nullspace consists of all combinations of $\begin{bmatrix}2 \\ 2 \\ 1 \\ 0 \end{bmatrix}$ and $\begin{bmatrix}3 \\ 1 \\ 0 \\ 1 \end{bmatrix}$.,vector spaces
construct a matrix whose nullspace consists of all multiples of $\begin{bmatrix}4 \\ 3 \\ 2 \\ 1 \end{bmatrix}$.,vector spaces
construct a matrix whose column space contains $\begin{bmatrix}1 \\ 1 \\ 5 \end{bmatrix}$ and $\begin{bmatrix}0 \\ 3 \\ 1 \end{bmatrix}$ and whose nullspace contains $\begin{bmatrix}1 \\ 1 \\ 2 \end{bmatrix}$.,vector spaces
construct a matrix whose column space contains $\begin{bmatrix}1 \\ 1 \\ 0 \end{bmatrix}$ and $\begin{bmatrix}0 \\ 1 \\ 1 \end{bmatrix}$ and whose nullspace contains $\begin{bmatrix}1 \\ 0 \\ 1 \end{bmatrix}$ and $\begin{bmatrix}0 \\ 0 \\ 1 \end{bmatrix}$.,vector spaces
construct a matrix whose column space contains $\begin{bmatrix}1 \\ 1 \\ 1 \end{bmatrix}$ and whose nullspace is the line of multiples of $\begin{bmatrix}1 \\ 1 \\ 1 \\ 1 \end{bmatrix}$.,vector spaces
construct a $2 \times 2$ matrix whose nullspace equals its column space.,vector spaces
"why does no $3 \times 3$ matrix have a nullspace that equals its column space?

% question 67",vector spaces
"the reduced form $r$ of a $3 \times 3$ matrix with randomly chosen entries is almost sure to be\dots what $r$ is virtually certain if the random $a$ is $4 \times 3$?

% question 68",vector spaces
"show by example that these three statements are generally false:
    \begin{enumerate}",vector spaces
$a$ and $a^t$ have the same nullspace.,vector spaces
$a$ and $a^t$ have the same free variables.,vector spaces
if $r$ is the reduced form $\text{rref}(a)$ then $r^t$ is $\text{rref}(a^t)$.,vector spaces
"if the special solutions to $rx = 0$ are in the columns of these $n$, go backward to find the nonzero rows of the reduced matrices $r$:
    \[ n = \begin{bmatrix} 2 & 3 \\ 1 & 0 \\ 0 & 1 \end{bmatrix}, \quad n = \begin{bmatrix} 0 \\ 0 \\ 1 \end{bmatrix}, \quad n = \begin{bmatrix} \end{bmatrix} \text{ (empty } 3 \times 1 \text{)}. \]

% question 70",vector spaces
"explain why $a$ and $-a$ always have the same reduced echelon form $r$.


   question 1",vector spaces
"show that the vectors $v_1$, $v_2$, and $v_3$ are independent, but the vectors $v_1$, $v_2$, $v_3$, and $v_4$ are dependent. solve the equation $c_1 v_1 + c_2 v_2 + c_3 v_3 + c_4 v_4 = 0$ (or equivalently, $ac = 0$), where the vectors are the columns of the matrix $a$.

\[
v_1 = \begin{bmatrix} 1 \\ 0 \\ 0 \end{bmatrix}, \quad 
v_2 = \begin{bmatrix} 1 \\ 1 \\ 0 \end{bmatrix}, \quad
v_3 = \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix}, \quad
v_4 = \begin{bmatrix} 2 \\ 3 \\ 4 \end{bmatrix}
\]

% question 2",vector spaces
"find the largest possible number of independent vectors among the following:

\[
v_1 = \begin{bmatrix} 1 \\ -1 \\ 0 \\ 0 \end{bmatrix}, \quad
v_2 = \begin{bmatrix} 1 \\ 0 \\ -1 \\ 0 \end{bmatrix}, \quad
v_3 = \begin{bmatrix} 1 \\ 0 \\ 0 \\ -1 \end{bmatrix}, \quad
v_4 = \begin{bmatrix} 0 \\ 1 \\ -1 \\ 0 \end{bmatrix}, \quad
v_5 = \begin{bmatrix} 0 \\ 1 \\ 0 \\ -1 \end{bmatrix}, \quad
v_6 = \begin{bmatrix} 0 \\ 0 \\ 1 \\ -1 \end{bmatrix}
\]

this number is the dimension of the space spanned by these vectors.

% question 3",vector spaces
"prove that if $a = 0$, $d = 0$, or $f = 0$ (in the three cases), the columns of the matrix $u$ are dependent. given:

\[
u = \begin{bmatrix} 
a & b & c \\
0 & d & e \\
0 & 0 & f 
\end{bmatrix}
\]
    % question 4",vector spaces
"if $a$, $d$, and $f$ in problem 3 are all nonzero, show that the only solution to $u x = 0$ is $x = 0$. then $u$ has independent columns.",vector spaces
"decide the dependence or independence of the following sets of vectors:
    \begin{enumerate}",vector spaces
"the vectors $(1, 3, 2)$, $(2, 1, 3)$, and $(3, 2, 1)$.",vector spaces
"the vectors $(1, -3, 2)$, $(2, 1, -3)$, and $(-3, 2, 1)$.",vector spaces
"choose three independent columns of $u$. then make two other choices. do the same for $a$. you have found bases for which spaces?
\[
u = \begin{bmatrix}
2 & 3 & 4 & 1 \\
0 & 6 & 7 & 0 \\
0 & 0 & 0 & 9 \\
0 & 0 & 0 & 0
\end{bmatrix}, \quad
a = \begin{bmatrix}
2 & 3 & 4 & 1 \\
0 & 6 & 7 & 0 \\
0 & 0 & 0 & 9 \\
4 & 6 & 8 & 2
\end{bmatrix}
\]

% question 7",vector spaces
"if $w_1$, $w_2$, $w_3$ are independent vectors, show that the differences $v_1 = w_2 - w_3$, $v_2 = w_1 - w_3$, and $v_3 = w_1 - w_2$ are dependent. find a combination of the $v$'s that gives zero.

% question 8",vector spaces
"if $w_1$, $w_2$, $w_3$ are independent vectors, show that the sums $v_1 = w_2 + w_3$, $v_2 = w_1 + w_3$, and $v_3 = w_1 + w_2$ are independent. (write $c_1 v_1 + c_2 v_2 + c_3 v_3 = 0$ in terms of the $w$'s. find and solve equations for the $c$'s.)

% question 9",vector spaces
"suppose $v_1$, $v_2$, $v_3$, and $v_4$ are vectors in $\mathbb{r}^3$:
    \begin{enumerate}",vector spaces
these four vectors are dependent because \underline{\hspace{5cm}}.,vector spaces
the two vectors $v_1$ and $v_2$ will be dependent if \underline{\hspace{5cm}}.,vector spaces
"the vectors $v_1$ and $(0, 0, 0)$ are dependent because \underline{\hspace{5cm}}.",vector spaces
"find two independent vectors on the plane $x + 2y - 3z - t = 0$ in $\mathbb{r}^4$. then find three independent vectors. why not four? this plane is the nullspace of what matrix?

% problems 11–18 are about the space spanned by a set of vectors.

% question 11",vector spaces
"describe the subspace of $\mathbb{r}^3$ (is it a line, a plane, or $\mathbb{r}^3$?) spanned by the following vectors:
    \begin{enumerate}",vector spaces
"the two vectors $(1, 1, -1)$ and $(-1, -1, 1)$.",vector spaces
"the three vectors $(0, 1, 1)$, $(1, 1, 0)$, and $(0, 0, 0)$.",vector spaces
the columns of a $3 \times 5$ echelon matrix with 2 pivots.,vector spaces
all vectors with positive components.,vector spaces
"the vector $b$ is in the subspace spanned by the columns of $a$ when there is a solution to \underline{\hspace{5cm}}. the vector $c$ is in the row space of $a$ when there is a solution to \underline{\hspace{5cm}}. true or false: if the zero vector is in the row space, the rows are dependent. \underline{\hspace{5cm}}

% question 13",vector spaces
"find the dimensions of the following spaces:
    \begin{enumerate}",vector spaces
the column space of $u$.,vector spaces
the row space of $a$.,vector spaces
the row space of $u$.,vector spaces
"choose \( x = (x_1, x_2, x_3, x_4) \) in \( \mathbb{r}^4 \). it has 24 rearrangements like \( (x_2, x_1, x_3, x_4) \) and \( (x_4, x_3, x_1, x_2) \). those 24 vectors, including \( x \) itself, span a subspace \( s \). find specific vectors \( x \) so that the dimension of \( s \) is:
    \begin{enumerate}",vector spaces
0,vector spaces
1,vector spaces
3,vector spaces
4,vector spaces
"\( v + w \) and \( v - w \) are combinations of \( v \) and \( w \). write \( v \) and \( w \) as combinations of \( v + w \) and \( v - w \). the two pairs of vectors span the same space. when are they a basis for the same space?

% question 16",vector spaces
"decide whether or not the following vectors are linearly independent, by solving \( c_1 v_1 + c_2 v_2 + c_3 v_3 + c_4 v_4 = 0 \):
    \[
    v_1 = \begin{bmatrix} 1 \\ 1 \\ 0 \\ 0 \end{bmatrix}, 
    v_2 = \begin{bmatrix} 1 \\ 0 \\ 1 \\ 0 \end{bmatrix}, 
    v_3 = \begin{bmatrix} 0 \\ 0 \\ 1 \\ 1 \end{bmatrix}, 
    v_4 = \begin{bmatrix} 0 \\ 1 \\ 0 \\ 1 \end{bmatrix}.
    \]
    decide also if they span \( \mathbb{r}^4 \), by trying to solve \( c_1 v_1 + \dots + c_4 v_4 = (0, 0, 0, 1) \).

% question 17",vector spaces
"suppose the vectors to be tested for independence are placed into the rows instead of the columns of \( a \). how does the elimination process from \( a \) to \( u \) decide for or against independence?

% question 18",vector spaces
"to decide whether \( b \) is in the subspace spanned by \( w_1, \dots, w_n \), let the vectors \( w \) be the columns of \( a \) and try to solve \( a x = b \). what is the result for:
    \begin{enumerate}",vector spaces
"\( w_1 = (1, 1, 0), w_2 = (2, 2, 1), w_3 = (0, 0, 2), b = (3, 4, 5) \)?",vector spaces
"\( w_1 = (1, 2, 0), w_2 = (2, 5, 0), w_3 = (0, 0, 2), w_4 = (0, 0, 0), \) and any \( b \)?",vector spaces
"if \( v_1, \dots, v_n \) are linearly independent, the space they span has dimension \_\_\_. these vectors are a \_\_\_ for that space. if the vectors are the columns of an \( m \times n \) matrix, then \( m \) is \_\_\_ than \( n \).

% question 20",vector spaces
"find a basis for each of these subspaces of \( \mathbb{r}^4 \):
    \begin{enumerate}",vector spaces
all vectors whose components are equal.,vector spaces
all vectors whose components add to zero.,vector spaces
"all vectors that are perpendicular to \( (1,1,0,0) \) and \( (1,0,1,1) \).",vector spaces
"the column space (in \( \mathbb{r}^2 \)) and null space (in \( \mathbb{r}^5 \)) of  
        \[
        u =
        \begin{bmatrix}
        1 & 0 & 1 & 0 & 1 \\
        0 & 1 & 0 & 1 & 0
        \end{bmatrix}.
        \]",vector spaces
"find three different bases for the column space of \( u \) above. then find two different bases for the row space of \( u \).

% question 22",vector spaces
"suppose \( v_1, v_2, \dots, v_6 \) are six vectors in \( \mathbb{r}^4 \).
    \begin{enumerate}",vector spaces
those vectors (do)(do not)(might not) span \( \mathbb{r}^4 \).,vector spaces
those vectors (are)(are not)(might be) linearly independent.,vector spaces
any four of those vectors (are)(are not)(might be) a basis for \( \mathbb{r}^4 \).,vector spaces
"if those vectors are the columns of \( a \), then \( ax = b \) (has) (does not have) (might not have) a solution.",vector spaces
"the columns of \( a \) are \( n \) vectors from \( \mathbb{r}^m \). if they are linearly independent, what is the rank of \( a \)? if they span \( \mathbb{r}^m \), what is the rank? if they are a basis for \( \mathbb{r}^m \), what then?

% question 24",vector spaces
"find a basis for the plane \( x - 2y + 3z = 0 \) in \( \mathbb{r}^3 \). then find a basis for the intersection of that plane with the \( xy \)-plane. then find a basis for all vectors perpendicular to the plane.

% question 25",vector spaces
"suppose the columns of a \( 5 \times 5 \) matrix \( a \) are a basis for \( \mathbb{r}^5 \).
    \begin{enumerate}",vector spaces
the equation \( ax = 0 \) has only the solution \( x = 0 \) because \_\_\_.,vector spaces
"if \( b \) is in \( \mathbb{r}^5 \), then \( ax = b \) is solvable because \_\_\_.",vector spaces
"suppose \( s \) is a five-dimensional subspace of \( \mathbb{r}^6 \). true or false?
    \begin{enumerate}",vector spaces
every basis for \( s \) can be extended to a basis for \( \mathbb{r}^6 \) by adding one more vector.,vector spaces
every basis for \( \mathbb{r}^6 \) can be reduced to a basis for \( s \) by removing one vector.,vector spaces
"\( u \) comes from \( a \) by subtracting row 1 from row 3:
    \[
    a =
    \begin{bmatrix}
    1 & 3 & 2 \\
    0 & 1 & 1 \\
    1 & 3 & 2
    \end{bmatrix},
    \quad
    u =
    \begin{bmatrix}
    1 & 3 & 2 \\
    0 & 1 & 1 \\
    0 & 0 & 0
    \end{bmatrix}.
    \]
    find bases for:
    \begin{itemize}",vector spaces
the two column spaces.,vector spaces
the two row spaces.,vector spaces
"the two null spaces.
    \end{itemize}

% question 28",vector spaces
"true or false (give a good reason)?
    \begin{enumerate}",vector spaces
"if the columns of a matrix are dependent, so are the rows.",vector spaces
the column space of a \( 2 \times 2 \) matrix is the same as its row space.,vector spaces
the column space of a \( 2 \times 2 \) matrix has the same dimension as its row space.,vector spaces
the columns of a matrix are a basis for the column space.,vector spaces
